ind	sex	group	ref_genome	raw_file
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393216_1.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393216_2.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393217_1.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393217_2.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393218_1.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393218_2.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393219_1.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393219_2.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393224_1.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393224_2.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393226_1.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393226_2.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393233_1.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393233_2.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393238_1.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393238_2.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393239_1.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393239_2.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393242_1.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393242_2.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393256_1.fastq.gz
FLCR3408	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10393256_2.fastq.gz
FM0450	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978597_1.fastq.gz
FM0450	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978597_2.fastq.gz
FM0467	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978598_1.fastq.gz
FM0467	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978598_2.fastq.gz
FM1030	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978599_1.fastq.gz
FM1030	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978599_2.fastq.gz
FM1190	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978601_1.fastq.gz
FM1190	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978601_2.fastq.gz
FM1785	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978602_1.fastq.gz
FM1785	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978602_2.fastq.gz
FM1798	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978603_1.fastq.gz
FM1798	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978603_2.fastq.gz
FM1798	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978604_1.fastq.gz
FM1798	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978604_2.fastq.gz
FM1951	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978607_1.fastq.gz
FM1951	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978607_2.fastq.gz
FM2218	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978608_1.fastq.gz
FM2218	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR978608_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392768_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392768_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392770_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392770_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392776_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392776_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392786_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392786_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392795_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392795_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392800_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392800_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392804_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392804_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392813_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392813_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392816_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392816_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392817_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392817_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392819_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392819_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392824_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392824_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392825_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392825_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392767_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392767_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392771_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392771_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392772_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392772_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392778_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392778_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392779_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392779_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392780_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392780_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392782_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392782_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392783_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392783_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392785_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392785_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392787_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392787_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392788_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392788_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392790_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392790_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392797_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392797_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392801_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392801_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392806_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392806_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392808_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392808_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392811_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392811_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392812_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392812_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392815_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392815_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392820_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392820_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392827_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392827_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392769_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392769_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392773_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392773_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392774_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392774_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392775_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392775_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392777_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392777_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392781_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392781_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392784_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392784_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392789_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392789_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392791_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392791_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392792_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392792_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392793_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392793_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392794_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392794_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392796_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392796_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392798_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392798_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392799_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392799_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392802_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392802_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392803_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392803_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392805_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392805_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392807_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392807_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392809_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392809_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392810_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392810_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392814_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392814_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392818_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392818_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392821_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392821_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392822_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392822_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392823_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392823_2.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392826_1.fastq.gz
FORT3344	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392826_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392831_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392831_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392833_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392833_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392835_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392835_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392837_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392837_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392841_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392841_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392842_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392842_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392843_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392843_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392847_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392847_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392848_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392848_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392849_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392849_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392856_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392856_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392860_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392860_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392862_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392862_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392864_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392864_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392865_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392865_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392867_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392867_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392868_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392868_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392870_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392870_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392882_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392882_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392888_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392888_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392889_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392889_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392829_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392829_2.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392830_1.fastq.gz
FORT3347	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392830_2.fastq.gz
